,mean,std,min,q1,median,q3,max,iqr,skew,kurtosis,label
0,0.16223710718746367,0.1480384971763133,-0.13283491174944823,-0.37015267526912343,0.3732071353100314,0.10313310958033231,0.39148884914067805,0.33321016524568703,-0.3726802614067775,-0.2771126662932475,pulsar
1,0.15376664732536277,0.14255297072194284,-0.13283491174944823,-0.37015267526912343,0.3633995942958278,0.12157013381715868,0.39148884914067805,0.3564608267646212,-0.3734307516789893,-0.2816924855556282,pulsar
2,0.13141309692376807,0.12096206290297107,-0.13283491174944823,-0.37015267526912343,0.32662131549256435,0.0678393774698361,0.39148884914067805,0.28870175605229875,-0.30992744131143257,-0.22298631550863396,pulsar
3,0.12297335186374567,0.12032768638360107,-0.13283491174944823,-0.37015267526912343,0.3082321760909326,0.057303935048792456,0.39148884914067805,0.27541566375576493,-0.2905188655793886,-0.21069880914743463,pulsar
4,0.1174293300885712,0.10756740178780462,-0.13283491174944823,-0.37015267526912343,0.3131359465980344,0.009894444154096056,0.39148884914067805,0.21562824842136277,-0.2945947965980204,-0.21811463167803005,pulsar
5,0.11238015790244016,0.17431120193220787,-0.13283491174944823,-0.37015267526912343,0.3008765203302799,-0.026452832198504517,0.39148884914067805,0.1697912299983211,-0.0817106277775058,0.05190540633932671,pulsar
6,0.10431581597893323,0.07453488293436045,-0.13283491174944823,-0.37015267526912343,0.31436188922480984,0.009894444154096056,0.39148884914067805,0.21562824842136277,-0.3025541486529344,-0.20650030762925867,pulsar
7,0.12020219416510512,0.09594902719273463,-0.13283491174944823,-0.37015267526912343,0.3192656597319117,0.0678393774698361,0.39148884914067805,0.28870175605229875,-0.3475861897930812,-0.25544157013034013,pulsar
8,0.12330609555292976,0.049125766128364994,-0.13283491174944823,-0.33020935287329917,0.37443307793680686,0.0620448841382621,0.39148884914067805,0.2594723529999244,-0.3490244416990728,-0.21968651924851793,pulsar
9,0.06744781521734032,-0.03374827032442483,-0.13283491174944823,-0.35562783076155097,0.32662131549256435,-0.03014023704586979,0.39148884914067805,0.15716944231661398,-0.15855439105670663,0.0010528132725477193,pulsar
