,mean,std,min,q1,median,q3,max,iqr,skew,kurtosis,label
6421,1242.7716666666668,1739.776976301252,0.0,0.0,240.5,2166.5,11971.0,2166.5,1.6618680316381516,2.9673138688080907,pulsar
6422,1239.8677777777777,1740.1703101899054,0.0,0.0,238.5,2166.5,11971.0,2166.5,1.6649103972848618,2.974468607952637,pulsar
6423,1228.485,1742.4857758504472,0.0,0.0,229.5,2136.25,11971.0,2136.25,1.6831711731680872,3.024553813979883,pulsar
6424,1205.9416666666666,1731.6300624216096,0.0,0.0,220.0,2093.75,11971.0,2093.75,1.7050375954602666,3.1241567136952777,pulsar
6425,1187.0188888888888,1723.203073444287,0.0,0.0,205.5,2056.0,11971.0,2056.0,1.725052391736002,3.215048065816157,pulsar
6426,1161.3977777777777,1713.6634211069493,0.0,0.0,187.0,1987.25,11971.0,1987.25,1.7653169327391345,3.3945517346797174,pulsar
6427,1145.1705555555557,1708.875138940482,0.0,0.0,178.0,1975.0,11971.0,1975.0,1.7847408450118811,3.4806924649411246,pulsar
6428,1130.5611111111111,1704.1004227595383,0.0,0.0,159.5,1918.25,11971.0,1918.25,1.8005553747253347,3.546782285505858,pulsar
6429,1106.0005555555556,1686.672747346761,0.0,0.0,145.0,1860.75,11971.0,1860.75,1.8260068140610053,3.6796557962592895,pulsar
6430,1086.2388888888888,1681.0080949459814,0.0,0.0,133.0,1792.75,11971.0,1792.75,1.8579899997497857,3.819664753589796,pulsar
6431,1063.165,1664.5118516482173,0.0,0.0,123.0,1721.0,11971.0,1721.0,1.8788774319410615,3.9305023067840135,pulsar
6432,955.0272222222222,1549.785490664431,0.0,0.0,123.5,1381.0,9319.0,1381.0,2.026155402622005,4.352026338111667,pulsar
6433,967.7122222222222,1553.3578713382965,0.0,0.0,130.0,1415.75,9319.0,1415.75,2.0048635479245367,4.25040146076301,pulsar
6434,980.4994444444444,1555.0292658941667,0.0,0.0,137.0,1459.5,9319.0,1459.5,1.9832931807221723,4.1631720149562295,pulsar
6435,997.4716666666667,1560.5178233223146,0.0,0.0,152.0,1518.75,9319.0,1518.75,1.9539221347606999,4.024210102149631,pulsar
6436,1013.7627777777777,1565.102344018393,0.0,0.0,159.0,1558.25,9319.0,1558.25,1.9229974314074958,3.8858072500101195,pulsar
6437,1008.3111111111111,1555.188784884403,0.0,0.0,160.0,1548.0,9319.0,1548.0,1.931787744375873,3.960283267781135,pulsar
6438,1017.03,1565.4130357250801,0.0,0.0,163.5,1551.5,9319.0,1551.5,1.9166647758885509,3.849763638708873,pulsar
6439,1009.5816666666667,1562.7846816137896,0.0,0.0,159.0,1517.25,9319.0,1517.25,1.9317691856476713,3.9143067857745755,pulsar
